"Area1";"Area2";"Area3";"Area4"
"Science – general";"Physics";"Waves";"Surface acoustic waves"
"Science – general";"Physics";"Waves";"Wave functions"
"Science – general";"Social sciences";"Waves";"Wave functions"
"Science – general";"Social sciences";"Behavioral sciences";"Wave functions"
"Science – general";"Social sciences";"Behavioral sciences";"Animal behavior"
"Science – general";"Social sciences";"Behavioral sciences";"Cognition"
"Science – general";"Social sciences";"Behavioral sciences";"Consumer behavior"
"Science – general";"Social sciences";"Behavioral sciences";"Psychiatry"
"Science – general";"Social sciences";"Behavioral sciences";"Psychology"
"Science – general";"Social sciences";"Behavioral sciences";"Social intelligence"
"Science – general";"Social sciences";"Journalism";"Social intelligence"
"Science – general";"Social sciences";"Psychology";"Social intelligence"
"Science – general";"Social sciences";"Psychology";"Active perception"
"Science – general";"Social sciences";"Psychology";"Emotional responses"
"Science – general";"Social sciences";"Psychology";"Industrial psychology"
"Science – general";"Social sciences";"Psychology";"Mental health"
"Science – general";"Social sciences";"Psychology";"Mood"
"Science – general";"Social sciences";"Psychology";"Neuropsychology"
"Science – general";"Social sciences";"Psychology";"Psychometric testing"
"Science – general";"Social sciences";"Sociology";"Psychometric testing"
"Science – general";"Social sciences";"Sociology";"Digital divide"
"Science – general";"Social sciences";"Sociology";"Social groups"
"Science – general";"Thermodynamics";"Sociology";"Social groups"
"Science – general";"Thermodynamics";"Enthalpy";"Social groups"
"Science – general";"Thermodynamics";"Isobaric";"Social groups"
"Science – general";"Thermodynamics";"Isothermal processes";"Social groups"
"Sensors";"Thermodynamics";"Isothermal processes";"Social groups"
"Sensors";"Acoustic sensors";"Isothermal processes";"Social groups"
"Sensors";"Chemical and biological sensors";"Isothermal processes";"Social groups"
"Sensors";"Chemical and biological sensors";"Biosensors";"Social groups"
"Sensors";"Chemical and biological sensors";"Gas detectors";"Social groups"
"Sensors";"Chemical and biological sensors";"Gas detectors";"Amperometric sensors"
"Sensors";"Electromechanical sensors";"Gas detectors";"Amperometric sensors"
"Sensors";"Electromechanical sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Force sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Glucose sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Inertial sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Infrared sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Intelligent sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Intracranial pressure sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Ionizing radiation sensors";"Microsensors";"Amperometric sensors"
"Sensors";"Ionizing radiation sensors";"Position sensitive particle detectors";"Amperometric sensors"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Amperometric sensors"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Bolometers"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Bolometers"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Infrared detectors"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Photodetectors"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Semiconductor radiation detectors"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Silicon radiation detectors"
"Sensors";"Ionizing radiation sensors";"Radiation detectors";"Xray detectors"
"Sensors";"Mechanical sensors";"Radiation detectors";"Xray detectors"
"Sensors";"Mechanical sensors";"Capacitive sensors";"Xray detectors"
"Sensors";"Multimodal sensors";"Capacitive sensors";"Xray detectors"
"Sensors";"Optical sensors";"Capacitive sensors";"Xray detectors"
"Sensors";"Optical sensors";"Optical detectors";"Xray detectors"
"Sensors";"Optical sensors";"Optical fiber sensors";"Xray detectors"
"Sensors";"Optoelectronic and photonic sensors";"Optical fiber sensors";"Xray detectors"
"Sensors";"Pressure sensors";"Optical fiber sensors";"Xray detectors"
"Sensors";"Sensor phenomena and characterization";"Optical fiber sensors";"Xray detectors"
"Sensors";"Sensor placement";"Optical fiber sensors";"Xray detectors"
"Sensors";"Sensor systems and applications";"Optical fiber sensors";"Xray detectors"
"Sensors";"Sensor systems and applications";"Detectors";"Xray detectors"
"Sensors";"Sensor systems and applications";"Detectors";"Envelope detectors"
"Sensors";"Sensor systems and applications";"Detectors";"Semiconductor detectors"
"Sensors";"Sensor systems and applications";"Electric sensing devices";"Semiconductor detectors"
"Sensors";"Sensor systems and applications";"Leak detection";"Semiconductor detectors"
"Sensors";"Sensor systems and applications";"Radiofrequency identification";"Semiconductor detectors"
"Sensors";"Sensor systems and applications";"Radiofrequency identification";"RFID tags"
"Sensors";"Sensor systems and applications";"Sensor arrays";"RFID tags"
"Sensors";"Sensor systems and applications";"Sensor arrays";"Sensor fusion"
"Sensors";"Sensor systems and applications";"Sensor systems";"Sensor fusion"
"Sensors";"Sensor systems and applications";"Sensor systems";"Activity recognition"
"Sensors";"Soft sensors";"Sensor systems";"Activity recognition"
"Sensors";"Thermal sensors";"Sensor systems";"Activity recognition"
"Sensors";"Thermal sensors";"Electrothermal actuators";"Activity recognition"
"Sensors";"Thermal sensors";"Temperature sensors";"Activity recognition"
"Sensors";"Thermal sensors";"Temperature sensors";"Thermocouples"
"Sensors";"Thermal sensors";"Temperature sensors";"Thermometers"
"Sensors";"Thick film sensors";"Temperature sensors";"Thermometers"
"Sensors";"Thin film sensors";"Temperature sensors";"Thermometers"
"Sensors";"Vision sensors";"Temperature sensors";"Thermometers"
"Sensors";"Wearable sensors";"Temperature sensors";"Thermometers"
"Signal processing";"Wearable sensors";"Temperature sensors";"Thermometers"
"Signal processing";"Acoustic signal processing";"Temperature sensors";"Thermometers"
"Signal processing";"Acoustic signal processing";"Active noise reduction";"Thermometers"
"Signal processing";"Acoustic signal processing";"Active noise reduction";"Echo cancellers"
"Signal processing";"Acoustic signal processing";"Speech processing";"Echo cancellers"
"Signal processing";"Acoustic signal processing";"Speech processing";"Human voice"
"Signal processing";"Acoustic signal processing";"Speech processing";"Speech enhancement"
"Signal processing";"Acoustic signal processing";"Speech processing";"Speech synthesis"
"Signal processing";"Acoustic signal processing";"Speech processing";"Voice activity detection"
"Signal processing";"Adaptive signal processing";"Speech processing";"Voice activity detection"
"Signal processing";"Adaptive signal processing";"Adaptive filters";"Voice activity detection"
"Signal processing";"Adaptive signal processing";"Adaptive signal detection";"Voice activity detection"
"Signal processing";"Amplifiers";"Adaptive signal detection";"Voice activity detection"
"Signal processing";"Amplifiers";"Broadband amplifiers";"Voice activity detection"
"Signal processing";"Amplifiers";"Differential amplifiers";"Voice activity detection"
"Signal processing";"Amplifiers";"Distributed amplifiers";"Voice activity detection"
"Signal processing";"Amplifiers";"Distributed amplifiers";"Lownoise amplifiers"
"Signal processing";"Amplifiers";"Operational amplifiers";"Lownoise amplifiers"
"Signal processing";"Amplifiers";"Operational amplifiers";"Feedback amplifiers"
"Signal processing";"Amplifiers";"Power amplifiers";"Feedback amplifiers"
"Signal processing";"Amplifiers";"Power amplifiers";"High power amplifiers"
"Signal processing";"Amplifiers";"Power amplifiers";"Predistortion"
"Signal processing";"Amplifiers";"Preamplifiers";"Predistortion"
"Signal processing";"Amplifiers";"Pulse amplifiers";"Predistortion"
"Signal processing";"Amplifiers";"Radiofrequency amplifiers";"Predistortion"
"Signal processing";"Amplifiers";"Resonators";"Predistortion"
"Signal processing";"Amplifiers";"Resonators";"Cavity resonators"
"Signal processing";"Amplifiers";"Resonators";"Split ring resonators"
